shore;ref_ecotype;distAlongPath;test_sex;dur_mean;dur_max;mountYN;size_ratio;size_ratio2;log_male;log_female;shape
CZA;crab;123.9942204;male;91;91;1;1.139471454;1.298395195;1.291506853;2.430978308;-0.083314063
CZA;crab;293.2484138;male;NA;NA;0;0.409026042;0.167302303;2.022831387;2.431857429;-0.065256211
CZA;crab;268.5901381;male;NA;NA;0;0.254844628;0.064945785;2.177891149;2.432735777;0.046946748
CZA;crab;89.88080158;male;NA;NA;0;0.985222066;0.970662519;1.447513712;2.432735777;0.031277618
CZB;crab;107.7800603;male;NA;NA;0;-0.037627954;0.001415863;2.47124131;2.433613355;0.053734179
CZB;crab;112.3592458;male;NA;NA;0;0.49089859;0.240981426;1.942714765;2.433613355;0.004477278
CZB;crab;117.9304466;male;NA;NA;0;-0.066504261;0.004422817;2.500117616;2.433613355;0.02581194
CZB;crab;118.8512123;male;10;12;1;0.291369319;0.08489608;2.142244037;2.433613355;0.022276452
CZB;crab;133.2907282;male;NA;NA;0;0.651717371;0.424735531;1.781895985;2.433613355;-0.009917868
CZB;crab;176.8556988;male;NA;NA;0;0.823297639;0.677819003;1.610315716;2.433613355;-0.078686017
CZB;crab;35.33859013;male;24.5;26;1;0.14204943;0.02017804;2.291563926;2.433613355;0.011190305
CZC;crab;160.9181172;male;21;21;1;1.195783675;1.429898597;1.237829681;2.433613355;-0.064965035
CZC;crab;33.31500418;male;13.5;25;1;0.716416253;0.513252248;1.717197102;2.433613355;-0.081521585
CZC;crab;41.79330848;male;33.66666667;66;1;0.095456691;0.00911198;2.338156665;2.433613355;-0.008507201
CZC;crab;50.03545023;male;NA;NA;0;1.172666175;1.375145958;1.260947181;2.433613355;-0.059449078
CZC;crab;76.82562065;male;NA;NA;0;0.124169731;0.015418122;2.309443624;2.433613355;0.05974564
CZC;crab;89.81801617;male;83;83;1;-0.05159251;0.002661787;2.485205865;2.433613355;0.067102671
CZC;crab;107.2130277;male;92;92;1;-0.022929916;0.000525781;2.456543271;2.433613355;0.073112188
CZC;crab;66.81915411;male;57;57;1;0.042049755;0.001768182;2.3915636;2.433613355;0.061890734
CZC;crab;68.00256734;male;69.5;97;1;0.011989646;0.000143752;2.421623709;2.433613355;0.064100336
CZD;crab;44.00891051;male;NA;NA;0;1.041615723;1.084963315;1.391997632;2.433613355;-0.095977535
CZD;crab;84.90485126;male;NA;NA;0;0.047462602;0.002252699;2.386150753;2.433613355;0.116423016
CZD;crab;101.6662276;male;5;5;1;0.175282569;0.030723979;2.258330786;2.433613355;0.015971964
CZD;crab;108.1982206;male;NA;NA;0;0.135919533;0.018474119;2.297693823;2.433613355;0.030373901
CZD;crab;147.2384991;male;NA;NA;0;0.037161656;0.001380989;2.3964517;2.433613355;0.08694727
CZD;crab;132.5730628;male;NA;NA;0;-0.010440731;0.000109009;2.444054086;2.433613355;0.049896381
CZD;crab;120.1376253;male;NA;NA;0;0.019373177;0.00037532;2.414240179;2.433613355;0.045376111
CZD;crab;206.275377;male;2;2;1;0.405858588;0.164721193;2.027754768;2.433613355;-0.029509681
CZD;crab;217.3189432;male;13;13;1;0.649059056;0.421277658;1.7845543;2.433613355;-0.061966899
CZD;crab;18.10962588;male;NA;NA;0;1.347873541;1.816763083;1.085739814;2.433613355;-0.103449499
CZA;crab;216.1502824;male;NA;NA;0;0.140109653;0.019630715;2.293503702;2.433613355;0.056601128
CZC;crab;56.26097015;female;NA;NA;0;-0.107830926;0.011627509;2.541601993;2.433771068;0.023256246
CZC;wave;56.26097015;female;NA;NA;0;1.181008099;1.39478013;1.252762968;2.433771068;0.023256246
CZA;crab;234.0064292;male;1;1;1;0.181305883;0.032871823;2.253184281;2.434490164;0.045959739
CZA;crab;99.89123971;male;NA;NA;0;0.444058186;0.197187672;1.990431978;2.434490164;-0.005355175
CZC;crab;59.38534976;female;NA;NA;0;0.009985298;9.97e-05;2.424802726;2.434788024;0.03427696
CZC;wave;59.38534976;female;NA;NA;0;0.866172106;0.750254117;1.568615918;2.434788024;0.03427696
CZA;crab;190.8430393;male;12;21;1;0.365318103;0.133457316;2.070048102;2.435366204;0.006007951
CZA;crab;289.5828383;female;58;58;1;0.163217245;0.026639869;2.273156282;2.436373527;0.030004836
CZA;wave;289.5828383;female;NA;NA;0;0.954768986;0.911583816;1.481604541;2.436373527;0.030004836
CZA;crab;216.3088939;male;NA;NA;0;0.121606442;0.014788127;2.315509544;2.437115986;0.060465002
CZA;crab;209.3202777;male;NA;NA;0;-0.158290556;0.0250559;2.595406542;2.437115986;0.042213708
CZB;crab;110.5379347;female;NA;NA;0;-0.164699627;0.027125967;2.602689685;2.437990058;0.05688419
CZB;wave;110.5379347;female;NA;NA;0;1.24406759;1.547704168;1.193922468;2.437990058;0.05688419
CZB;wave;110.5379347;female;NA;NA;0;1.18522709;1.404763255;1.252762968;2.437990058;0.05688419
CZB;crab;92.24325223;female;NA;NA;0;-0.071245125;0.005075868;2.509599262;2.438354138;0.089442604
CZB;crab;92.24325223;female;NA;NA;0;-0.071245125;0.005075868;2.509599262;2.438354138;0.089442604
CZB;wave;92.24325223;female;NA;NA;0;1.306952026;1.708123599;1.131402111;2.438354138;0.089442604
CZB;wave;92.24325223;female;NA;NA;0;0.956749597;0.915369791;1.481604541;2.438354138;0.089442604
CZA;crab;89.88080158;male;NA;NA;0;0.992221219;0.984502948;1.447513712;2.439734931;0.031277618
CZB;crab;105.673239;female;52;52;1;0.288231092;0.083077162;2.151762203;2.439993295;0.022395177
CZB;crab;105.673239;female;5;5;1;0.127457871;0.016245509;2.312535424;2.439993295;0.022395177
CZB;wave;105.673239;female;9;9;1;0.871377377;0.759298534;1.568615918;2.439993295;0.022395177
CZB;wave;105.673239;female;NA;NA;0;0.810752756;0.657320031;1.62924054;2.439993295;0.022395177
CZB;crab;106.6119046;female;74;74;1;0.007107697;5.05e-05;2.433613355;2.440721052;0.032585527
CZB;crab;106.6119046;female;NA;NA;0;-0.060714899;0.003686299;2.501435952;2.440721052;0.032585527
CZB;wave;106.6119046;female;NA;NA;0;0.872105135;0.760567366;1.568615918;2.440721052;0.032585527
CZB;crab;54.22593616;male;38;38;1;0.673365834;0.453421546;1.768981202;2.442347035;-0.076923312
CZB;crab;68.11864469;male;NA;NA;0;0.881369349;0.776811929;1.560977686;2.442347035;0.011266669
CZC;crab;158.967763;male;NA;NA;0;1.049696587;1.101862925;1.392650448;2.442347035;-0.069988926
CZC;crab;162.7424506;male;NA;NA;0;0.863953397;0.746415472;1.578393639;2.442347035;-0.062399894
CZC;crab;24.51787225;male;NA;NA;0;1.33370572;1.778770947;1.108641315;2.442347035;-0.086255175
CZC;crab;43.91027097;male;NA;NA;0;1.326558411;1.759757217;1.115788625;2.442347035;-0.087900177
CZC;crab;64.65808249;male;40;40;1;0.235183516;0.055311286;2.207163519;2.442347035;0.038528142
CZC;crab;67.01079728;male;8.5;13;1;-0.00733221;5.38e-05;2.449679245;2.442347035;0.037729204
CZC;crab;67.01079728;male;30.5;53;1;-0.00733221;5.38e-05;2.449679245;2.442347035;0.037729204
CZC;crab;106.9781479;male;60;60;1;0.075948027;0.005768103;2.366399009;2.442347035;0.073595542
CZC;crab;106.2691235;male;4.5;6;1;0.163733245;0.026808576;2.27861379;2.442347035;0.051441759
CZC;crab;106.2436223;male;6;10;1;0.155528918;0.024189244;2.286818117;2.442347035;0.085195256
CZD;crab;27.77261376;male;NA;NA;0;1.012795354;1.025754428;1.429551682;2.442347035;-0.082514407
CZD;crab;40.04751849;male;NA;NA;0;1.069542713;1.143921614;1.372804323;2.442347035;-0.125703621
CZD;crab;75.20732463;male;NA;NA;0;1.163782075;1.354388718;1.27856496;2.442347035;-0.089351114
CZD;crab;76.90822576;male;NA;NA;0;1.191117306;1.418760437;1.251229729;2.442347035;-0.096155026
CZD;crab;90.75244272;male;NA;NA;0;0.030615381;0.000937302;2.411731654;2.442347035;0.038850497
CZD;crab;114.652956;male;NA;NA;0;0.127604258;0.016282847;2.314742777;2.442347035;0.045703323
CZD;crab;132.4522218;male;30;30;1;0.075158714;0.005648832;2.367188321;2.442347035;0.102437001
CZD;crab;134.8726799;male;NA;NA;0;0.042694439;0.001822815;2.399652596;2.442347035;0.046808582
CZA;crab;315.3141006;male;35;102;1;1.045463136;1.092993168;1.397753087;2.443216223;-0.033885509
CZB;crab;84.78360729;female;4;4;1;0.082556582;0.006815589;2.360854001;2.443410583;0.021252333
CZB;crab;84.78360729;female;39;39;1;-0.06618868;0.004380941;2.509599262;2.443410583;0.021252333
CZB;wave;84.78360729;female;NA;NA;0;1.45015881;2.102960573;0.993251773;2.443410583;0.021252333
CZB;wave;84.78360729;female;NA;NA;0;0.939333186;0.882346834;1.504077397;2.443410583;0.021252333
CZC;crab;96.26636659;female;NA;NA;0;0.258188959;0.066661539;2.186051277;2.444240236;0.121791903
CZC;crab;96.26636659;female;NA;NA;0;0.121852516;0.014848036;2.32238772;2.444240236;0.121791903
CZC;wave;96.26636659;female;38;58;1;0.834802324;0.69689492;1.609437912;2.444240236;0.121791903
CZD;crab;97.978029;female;NA;NA;0;-0.023549601;0.000554584;2.468099531;2.444549931;0.067400071
CZD;crab;97.978029;female;NA;NA;0;-0.031988469;0.001023262;2.4765384;2.444549931;0.067400071
CZD;wave;97.978029;female;NA;NA;0;1.345937642;1.811548136;1.098612289;2.444549931;0.067400071
CZD;wave;97.978029;female;NA;NA;0;1.109548864;1.231098682;1.335001067;2.444549931;0.067400071
CZD;crab;119.2628787;female;NA;NA;0;-0.118982375;0.014156806;2.564949357;2.445966982;0.044534913
CZD;wave;119.2628787;female;NA;NA;0;1.110965916;1.234245266;1.335001067;2.445966982;0.044534913
CZB;crab;79.90741306;female;NA;NA;0;-0.029396068;0.000864129;2.4765384;2.447142332;0.046611255
CZB;crab;79.90741306;female;NA;NA;0;-0.133074498;0.017708822;2.58021683;2.447142332;0.046611255
CZB;wave;79.90741306;female;NA;NA;0;1.253219863;1.570560026;1.193922468;2.447142332;0.046611255
CZB;wave;79.90741306;female;8;8;1;0.545034805;0.297062939;1.902107526;2.447142332;0.046611255
CZD;crab;91.94702311;female;4;4;1;-0.115767381;0.013402087;2.564949357;2.449181976;0.074675022
CZD;wave;91.94702311;female;NA;NA;0;1.255259508;1.575676431;1.193922468;2.449181976;0.074675022
CZC;crab;58.39824667;female;38;38;1;-0.00074619;5.57e-07;2.451005098;2.450258909;0.091396688
CZC;wave;58.39824667;female;NA;NA;0;1.115257842;1.243800054;1.335001067;2.450258909;0.091396688
CZC;wave;58.39824667;female;12.66666667;17;1;1.015174383;1.030579028;1.435084525;2.450258909;0.091396688
CZA;crab;205.2253398;female;NA;NA;0;0.100251358;0.010050335;2.350422422;2.45067378;0.070453593
CZA;wave;205.2253398;female;NA;NA;0;1.256751312;1.57942386;1.193922468;2.45067378;0.070453593
CZA;wave;205.2253398;female;NA;NA;0;1.015589255;1.031421535;1.435084525;2.45067378;0.070453593
CZB;crab;69.85241497;male;7;7;1;1.169134157;1.366874677;1.281870941;2.451005098;-0.120305221
CZB;crab;74.4944917;male;139;139;1;0.426795539;0.182154432;2.024209559;2.451005098;0.007464912
CZB;crab;79.44248574;male;NA;NA;0;-0.017606565;0.000309991;2.468611663;2.451005098;0.073044369
CZB;crab;84.93102469;male;46;46;1;-0.03241289;0.001050595;2.483417988;2.451005098;0.054403333
CZB;crab;96.60736057;male;NA;NA;0;0.090555349;0.008200271;2.36044975;2.451005098;0.035911719
CZB;crab;105.0036417;male;NA;NA;0;0.05439015;0.002958288;2.396614948;2.451005098;0.042366011
CZB;crab;128.0869009;male;21.33333333;25;1;-0.009590219;9.2e-05;2.460595317;2.451005098;0.010406051
CZB;crab;66.18164791;male;NA;NA;0;1.396667466;1.95068001;1.054337632;2.451005098;-0.060639557
CZB;crab;68.18466103;male;NA;NA;0;1.007258622;1.014569932;1.443746476;2.451005098;-0.051591333
CZB;crab;73.20895339;male;NA;NA;0;-0.101424569;0.010286943;2.552429668;2.451005098;0.042893428
CZC;crab;48.54031172;male;NA;NA;0;0.443782415;0.196942832;2.007222683;2.451005098;0.012111102
CZC;crab;49.59049426;male;8;8;1;1.386429974;1.922188072;1.064575124;2.451005098;-0.053659882
CZC;crab;51.22616714;male;69;69;1;0.071182582;0.00506696;2.379822516;2.451005098;-0.029019257
CZC;crab;74.22044708;male;71.5;77;1;-0.152614889;0.023291304;2.603619987;2.451005098;0.05490977
CZC;crab;76.82562065;male;13;13;1;0.141561474;0.020039651;2.309443624;2.451005098;0.05974564
CZC;crab;93.23109287;male;42.5;45;1;0.068363793;0.004673608;2.382641305;2.451005098;0.016606756
CZD;crab;28.94400322;male;NA;NA;0;1.269769108;1.612313587;1.18123599;2.451005098;-0.076261352
CZD;crab;38.39488725;male;NA;NA;0;1.00343958;1.00689099;1.447565518;2.451005098;-0.117558886
CZD;crab;53.80314306;male;NA;NA;0;1.194554174;1.426959674;1.256450924;2.451005098;-0.122919978
CZD;crab;84.78242309;male;68;68;1;-0.09444943;0.008920695;2.545454528;2.451005098;-0.004442426
CZD;crab;129.5448773;male;44;44;1;0.177910149;0.031652021;2.273094949;2.451005098;0.038172489
CZD;crab;152.7583946;male;NA;NA;0;0.095903892;0.009197556;2.355101206;2.451005098;0.090684971
CZD;crab;162.0262968;male;NA;NA;0;0.792119207;0.627452838;1.658885891;2.451005098;-0.059874102
CZD;crab;14.02647762;male;NA;NA;0;1.487905888;2.213863931;0.96309921;2.451005098;-0.137486434
CZA;crab;243.1951217;male;NA;NA;0;0.012685676;0.000160926;2.438319422;2.451005098;0.025543181
CZA;crab;297.1033335;female;NA;NA;0;-0.025266447;0.000638393;2.477378383;2.452111936;-0.033312418
CZA;crab;297.1033335;female;36;36;1;-0.036952724;0.001365504;2.48906466;2.452111936;-0.033312418
CZA;wave;297.1033335;female;NA;NA;0;1.019411202;1.039199199;1.432700734;2.452111936;-0.033312418
CZA;crab;248.9557621;female;31.5;59;1;0.170221504;0.028975361;2.282382386;2.45260389;0.045260513
CZA;wave;248.9557621;female;NA;NA;0;0.982428045;0.965164864;1.470175845;2.45260389;0.045260513
CZB;crab;70.14316785;female;44;44;1;-0.023508798;0.000552664;2.4765384;2.453029603;0.004744682
CZB;crab;70.14316785;female;102;102;1;-0.149660083;0.02239814;2.602689685;2.453029603;0.004744682
CZB;wave;70.14316785;female;NA;NA;0;1.229254171;1.511065817;1.223775432;2.453029603;0.004744682
CZB;wave;70.14316785;female;NA;NA;0;0.99441458;0.988860357;1.458615023;2.453029603;0.004744682
CZD;crab;141.1319486;female;NA;NA;0;0.121792331;0.014833372;2.332143895;2.453936226;0.118510502
CZD;wave;141.1319486;female;NA;NA;0;1.621027103;2.627728868;0.832909123;2.453936226;0.118510502
CZD;crab;164.4268532;female;3;3;1;0.065833151;0.004334004;2.388762789;2.45459594;-0.030551763
CZD;wave;164.4268532;female;11;11;1;0.845158027;0.714292091;1.609437912;2.45459594;-0.030551763
CZA;crab;228.8517509;male;NA;NA;0;0.029765224;0.000885969;2.425540956;2.45530618;0.070179454
CZA;crab;195.1099014;male;2;2;1;0.14404613;0.020749287;2.311260051;2.45530618;0.027762732
CZD;crab;141.9665611;female;NA;NA;0;-0.062083689;0.003854384;2.517696473;2.455612784;0.030107018
CZB;crab;83.04058258;female;NA;NA;0;0.023562478;0.00055519;2.433613355;2.457175834;0.076647435
CZB;crab;83.04058258;female;76;76;1;-0.044260118;0.001958958;2.501435952;2.457175834;0.076647435
CZB;wave;83.04058258;female;NA;NA;0;1.263253365;1.595809065;1.193922468;2.457175834;0.076647435
CZB;wave;83.04058258;female;NA;NA;0;1.070881473;1.146787128;1.386294361;2.457175834;0.076647435
CZA;crab;230.1851623;male;NA;NA;0;-0.008887279;7.9e-05;2.466765256;2.457877977;0.055120828
CZA;crab;211.5794595;female;NA;NA;0;0.203446164;0.041390342;2.254444718;2.457890881;0.089642273
CZA;crab;208.3313673;female;NA;NA;0;0.117159824;0.013726424;2.340843805;2.458003629;0.096773884
CZA;crab;208.3313673;female;59;59;1;-0.035201824;0.001239168;2.493205453;2.458003629;0.096773884
CZA;wave;208.3313673;female;7.666666667;13;1;0.889387711;0.7910105;1.568615918;2.458003629;0.096773884
CZA;crab;219.2400753;female;43;43;1;-0.026577813;0.00070638;2.48490665;2.458328836;0.060618398
CZA;crab;219.2400753;female;10;10;1;-0.091116335;0.008302186;2.549445171;2.458328836;0.060618398
CZA;wave;219.2400753;female;3;3;1;0.833017575;0.69391828;1.625311262;2.458328836;0.060618398
CZB;crab;129.8224679;female;27;27;1;0.261287387;0.068271098;2.197224577;2.458511964;0.012498208
CZB;crab;129.8224679;female;5;5;1;0.228497564;0.052211137;2.2300144;2.458511964;0.012498208
CZB;wave;129.8224679;female;NA;NA;0;1.234736532;1.524574304;1.223775432;2.458511964;0.012498208
CZB;wave;129.8224679;female;2;2;1;1.072217603;1.149650588;1.386294361;2.458511964;0.012498208
CZB;crab;82.00521404;male;NA;NA;0;-0.00500415;2.5e-05;2.464592992;2.459588842;0.026342755
CZB;crab;105.4450662;male;NA;NA;0;0.066138226;0.004374265;2.393450616;2.459588842;-0.000261902
CZB;crab;145.3866184;male;25;25;1;0.985139397;0.970499631;1.474449445;2.459588842;-0.04782657
CZB;crab;198.113055;male;5;9;1;0.871292932;0.759151374;1.58829591;2.459588842;-0.081670912
CZB;crab;103.2851125;male;10;10;1;0.142399206;0.020277534;2.317189636;2.459588842;0.04492828
CZC;crab;165.7145112;male;6;6;1;0.755212219;0.570345496;1.704376622;2.459588842;-0.026475022
CZC;crab;17.20113234;male;NA;NA;0;1.267450685;1.606431239;1.192138157;2.459588842;-0.068179768
CZC;crab;49.59049426;male;3;3;1;1.395013717;1.946063272;1.064575124;2.459588842;-0.053659882
CZC;crab;59.89063703;male;41;41;1;0.357468292;0.127783579;2.10212055;2.459588842;0.00277616
CZC;crab;89.81801617;male;152;152;1;-0.025617023;0.000656232;2.485205865;2.459588842;0.067102671
CZC;crab;107.9358078;male;35;35;1;0.05112409;0.002613673;2.408464752;2.459588842;0.043456722
CZC;crab;102.6766326;male;NA;NA;0;0.462055886;0.213495641;1.997532956;2.459588842;0.043490272
CZC;crab;68.00256734;male;22;22;1;0.037965133;0.001441351;2.421623709;2.459588842;0.064100336
CZD;crab;24.52414638;male;NA;NA;0;0.556349703;0.309524992;1.903239139;2.459588842;-0.093548408
CZD;crab;60.14985659;male;1;1;1;0.839227526;0.70430284;1.620361316;2.459588842;-0.085642845
CZD;crab;132.2722469;male;8;8;1;0.129291714;0.016716347;2.330297128;2.459588842;0.0380307
CZD;crab;200.1600047;male;NA;NA;0;0.840475262;0.706398667;1.619113579;2.459588842;-0.049065262
CZD;crab;18.6750629;male;21;21;1;1.256387611;1.578509829;1.203201231;2.459588842;0.005536697
CZB;crab;113.2048078;female;39;39;1;0.198005464;0.039206164;2.261763098;2.459768562;0.092025104
CZB;crab;113.2048078;female;24;24;1;-0.008330969;6.94e-05;2.468099531;2.459768562;0.092025104
CZB;wave;113.2048078;female;NA;NA;0;1.328366451;1.764557428;1.131402111;2.459768562;0.092025104
CZB;wave;113.2048078;female;NA;NA;0;1.00115354;1.00230841;1.458615023;2.459768562;0.092025104
CZD;crab;111.0060802;female;NA;NA;0;0.138444149;0.019166782;2.32238772;2.460831869;0.031640035
CZD;crab;111.0060802;female;11;14;1;0.053886761;0.002903783;2.406945108;2.460831869;0.031640035
CZD;wave;111.0060802;female;NA;NA;0;1.467580096;2.153791338;0.993251773;2.460831869;0.031640035
CZA;crab;298.6573332;male;13;19;1;0.527338556;0.278085953;1.933958228;2.461296784;-0.085007189
CZA;crab;219.8197069;female;25;25;1;-0.101819157;0.010367141;2.563409711;2.461590554;0.074354702
CZA;wave;219.8197069;female;NA;NA;0;1.330188443;1.769401293;1.131402111;2.461590554;0.074354702
CZA;crab;259.5903401;male;19;19;1;0.178703087;0.031934793;2.284298727;2.463001814;0.014836224
CZA;crab;198.3660673;female;NA;NA;0;0.188685115;0.035602073;2.275213896;2.463899011;0.019068126
CZA;crab;198.3660673;female;NA;NA;0;-0.053797461;0.002894167;2.517696473;2.463899011;0.019068126
CZA;crab;212.1178042;male;5;5;1;-0.041016863;0.001682383;2.507420041;2.466403178;0.052774298
CZA;crab;289.6548262;female;80;80;1;0.194978881;0.038016764;2.272125886;2.467104767;0.016621867
CZA;crab;289.6548262;female;80;80;1;0.194978881;0.038016764;2.272125886;2.467104767;0.016621867
CZB;crab;96.60736057;male;50;59;1;0.107649782;0.011588476;2.36044975;2.468099531;0.035911719
CZB;crab;101.0587678;male;32;53;1;0.119569843;0.014296947;2.348529689;2.468099531;0.054174769
CZB;crab;140.4056108;male;NA;NA;0;0.779520597;0.607652361;1.688578935;2.468099531;-0.015547225
CZB;crab;43.51259478;male;NA;NA;0;0.805595887;0.648984733;1.662503644;2.468099531;-0.030669624
CZB;crab;66.39984972;male;NA;NA;0;1.29173368;1.668575899;1.176365852;2.468099531;-0.040459572
CZB;crab;69.4096107;male;NA;NA;0;1.052433368;1.107615994;1.415666164;2.468099531;-0.053138326
CZC;crab;168.0111538;male;NA;NA;0;1.246902767;1.55476651;1.221196764;2.468099531;-0.107088478
CZC;crab;11.6371483;male;NA;NA;0;1.427767027;2.038518684;1.040332504;2.468099531;-0.048343115
CZC;crab;40.30794263;male;NA;NA;0;1.085927963;1.179239541;1.382171569;2.468099531;-0.071234619
CZC;crab;46.08896286;male;28.33333333;29;1;0.460621082;0.212171781;2.00747845;2.468099531;-0.005252194
CZC;crab;55.77218347;male;46.5;73;1;0.158779747;0.025211008;2.309319785;2.468099531;0.043991223
CZC;crab;69.97934395;male;NA;NA;0;0.161109603;0.025956304;2.306989928;2.468099531;0.066479322
CZC;crab;101.1264683;male;NA;NA;0;-0.002529283;6.4e-06;2.470628815;2.468099531;0.082686364
CZC;crab;107.2130277;male;NA;NA;0;0.01155626;0.000133547;2.456543271;2.468099531;0.073112188
CZD;crab;23.00500987;male;164;164;1;0.632140135;0.399601151;1.835959396;2.468099531;-0.094042109
CZD;crab;84.75805724;male;NA;NA;0;0.056241059;0.003163057;2.411858472;2.468099531;0.057223898
CZD;crab;163.0190054;male;99;99;1;0.445801686;0.198739143;2.022297846;2.468099531;-0.051311586
CZD;crab;13.33794486;male;NA;NA;0;1.302682874;1.69698267;1.165416658;2.468099531;-0.091124808
CZD;crab;137.1754453;female;NA;NA;0;0.090092292;0.008116621;2.379546134;2.469638426;0.085796238
CZD;wave;137.1754453;female;NA;NA;0;1.216875458;1.48078588;1.252762968;2.469638426;0.085796238
CZA;crab;225.1938126;female;NA;NA;0;0.110803937;0.012277512;2.360854001;2.471657938;0.006950476
CZA;wave;225.1938126;female;14;14;1;1.048549604;1.099456271;1.423108334;2.471657938;0.006950476
CZA;wave;225.1938126;female;NA;NA;0;0.609129398;0.371038623;1.86252854;2.471657938;0.006950476
CZA;crab;240.2872055;male;27.5;49;1;0.121159111;0.01467953;2.351168757;2.472327868;0.09481668
CZB;crab;116.2805351;female;52;100;1;0.297839422;0.088708321;2.174751721;2.472591143;-0.009093773
CZB;crab;116.2805351;female;36;36;1;-0.012315506;0.000151672;2.48490665;2.472591143;-0.009093773
CZB;wave;116.2805351;female;19;19;1;0.903975226;0.817171208;1.568615918;2.472591143;-0.009093773
CZB;wave;116.2805351;female;22;41;1;0.600788967;0.360947382;1.871802177;2.472591143;-0.009093773
CZA;crab;222.3803787;female;46;76;1;0.177107415;0.031367037;2.295560478;2.472667893;0.038672434
CZA;wave;222.3803787;female;NA;NA;0;1.11169134;1.235857636;1.360976553;2.472667893;0.038672434
CZA;wave;222.3803787;female;27;27;1;1.104028467;1.218878857;1.368639426;2.472667893;0.038672434
CZD;crab;131.8746101;female;NA;NA;0;-0.041750395;0.001743095;2.517696473;2.475946078;0.073514009
CZD;wave;131.8746101;female;NA;NA;0;1.344543966;1.807798477;1.131402111;2.475946078;0.073514009
CZB;crab;93.49668438;male;NA;NA;0;-0.176809367;0.031261552;2.653347767;2.4765384;0.044947607
CZB;crab;107.7800603;male;NA;NA;0;0.005297091;2.81e-05;2.47124131;2.4765384;0.053734179
CZB;crab;115.70599;male;NA;NA;0;0.896957848;0.804533381;1.579580552;2.4765384;-0.045646129
CZB;crab;191.9713774;male;NA;NA;0;1.230792824;1.514850976;1.245745576;2.4765384;-0.074687241
CZB;crab;196.6541963;male;5;6;1;0.102532608;0.010512936;2.374005793;2.4765384;0.013580284
CZB;crab;22.65179333;male;NA;NA;0;0.691429896;0.478075301;1.785108505;2.4765384;-0.019841564
CZB;crab;80.88272369;male;17;17;1;0.066371665;0.004405198;2.410166735;2.4765384;0.036276712
CZC;crab;139.3787756;male;41;41;1;0.66692546;0.44478957;1.80961294;2.4765384;-0.016760441
CZC;crab;165.7145112;male;97;97;1;0.772161778;0.596233811;1.704376622;2.4765384;-0.026475022
CZC;crab;168.8955315;male;NA;NA;0;1.161449205;1.348964256;1.315089195;2.4765384;-0.084551428
CZC;crab;24.20584806;male;14;14;1;1.302970588;1.697732354;1.173567812;2.4765384;-0.102323207
CZC;crab;24.97079416;male;5;8;1;1.162746639;1.351979747;1.313791761;2.4765384;-0.079069709
CZC;crab;50.90745038;male;13.5;16;1;0.081210844;0.006595201;2.395327556;2.4765384;-0.022880461
CZC;crab;79.86846202;male;46;46;1;-0.014066987;0.00019788;2.490605387;2.4765384;0.085110798
CZC;crab;94.79667543;male;119;119;1;0.100261107;0.010052289;2.376277294;2.4765384;0.044981302
CZC;crab;94.79667543;male;119;119;1;0.100261107;0.010052289;2.376277294;2.4765384;0.044981302
CZC;crab;104.5304145;male;NA;NA;0;0.170796612;0.029171483;2.305741788;2.4765384;0.100073461
CZC;crab;109.8520928;male;14.5;25;1;0.105036285;0.011032621;2.371502115;2.4765384;0.092043376
CZC;crab;102.5185357;male;31;31;1;0.065163195;0.004246242;2.411375205;2.4765384;0.068421767
CZD;crab;26.61660603;male;NA;NA;0;1.415387713;2.003322379;1.061150687;2.4765384;-0.11359159
CZD;crab;72.08887909;male;55;55;1;0.097491993;0.009504689;2.379046407;2.4765384;0.017099662
CZD;crab;67.15724642;male;NA;NA;0;1.420790212;2.018644825;1.055748189;2.4765384;-0.084503755
CZD;crab;69.39297488;male;NA;NA;0;1.279186783;1.636318825;1.197351617;2.4765384;-0.081432005
CZD;crab;108.2645764;male;NA;NA;0;0.167419393;0.028029253;2.309119007;2.4765384;0.071071323
CZD;crab;152.1385119;male;60;60;1;0.034869036;0.00121585;2.441669364;2.4765384;-0.044282116
CZD;crab;212.761442;male;NA;NA;0;1.394060544;1.943404799;1.082477857;2.4765384;-0.115802875
CZA;crab;177.1224431;male;3;3;1;0.368371439;0.135697517;2.108166962;2.4765384;-0.092094428
CZB;crab;76.74326537;female;2;2;1;0.116362856;0.013540314;2.360854001;2.477216857;0.072637598
CZB;crab;76.74326537;female;NA;NA;0;0.097670723;0.00953957;2.379546134;2.477216857;0.072637598
CZB;wave;76.74326537;female;NA;NA;0;1.253441426;1.571115408;1.223775432;2.477216857;0.072637598
CZB;wave;76.74326537;female;NA;NA;0;1.224453889;1.499287326;1.252762968;2.477216857;0.072637598
CZC;crab;67.73469279;female;NA;NA;0;0.116723951;0.013624481;2.360854001;2.477577952;0.07218029
CZC;wave;67.73469279;female;NA;NA;0;0.828919326;0.68710725;1.648658626;2.477577952;0.07218029
CZA;crab;356.8622114;male;NA;NA;0;1.152290604;1.327773637;1.325927057;2.478217662;-0.111910865
CZC;crab;68.48457247;female;NA;NA;0;0.206174539;0.04250794;2.272125886;2.478300424;0.119939191
CZC;crab;68.48457247;female;NA;NA;0;0.027295326;0.000745035;2.451005098;2.478300424;0.119939191
CZC;wave;68.48457247;female;NA;NA;0;1.092006063;1.192477242;1.386294361;2.478300424;0.119939191
